1230 0.106687 0 2 0.419608 0.5 0 0
1240 0.106317 0 2 0.423529 0.5 0 0
1250 0.106317 0 2 0.415686 0.5 0 0
1260 0.105541 0 2 0.411765 0.5 0 0
1270 0.105541 0 2 0.411765 0.5 0 0
1280 0.104757 0 2 0.415686 0.5 0 0
1290 0.104757 0 2 0.411765 0.5 0 0
1300 0.103441 0 2 0.411765 0.5 0 0
1310 0.103441 0 2 0.411765 0.5 0 0
1320 0.102277 0 2 0.411765 0.5 0 0
1330 0.102277 0 2 0.411765 0.5 0 0
1340 0.101972 0 2 0.411765 0.5 0 0
1350 0.101972 0 2 0.411765 0.5 0 0
1360 0.101971 0 2 0.411765 0.5 0 0
1370 0.101971 0 2 0.411765 0.5 0 0
1380 0.101971 0 2 0.415686 0.5 0 0
1390 0.101971 0 2 0.411765 0.5 0 0
1400 0.10186 0 2 0.411765 0.5 0 0
1410 0.10186 0 2 0.411765 0.5 0 0
1420 0.101752 0 2 0.411765 0.5 0 0
1430 0.101752 0 2 0.411765 0.5 0 0
1440 0.101752 0 2 0.411765 0.5 0 0
1450 0.101752 0 2 0.411765 0.5 0 0
1460 0.101752 0 2 0.411765 0.5 0 0
1470 0.101752 0 2 0.411765 0.5 0 0
1480 0.101709 0 2 0.411765 0.5 0 0
1490 0.101709 0 2 0.411765 0.5 0 0
1500 0.101703 0 2 0.411765 0.5 0 0
1510 0.101703 0 2 0.411765 0.5 0 0
1520 0.101703 0 2 0.411765 0.5 0 0
1530 0.101703 0 2 0.411765 0.5 0 0
1540 0.101703 0 2 0.411765 0.5 0 0
1550 0.101703 0 2 0.411765 0.5 0 0
1560 0.101703 0 2 0.411765 0.5 0 0
1570 0.101703 0 2 0.411765 0.5 0 0
1580 0.101703 0 2 0.411765 0.5 0 0
1590 0.101703 0 2 0.411765 0.5 0 0
1600 0.101703 0 2 0.411765 0.5 0 0
1610 0.101703 0 2 0.411765 0.5 0 0
1620 0.101702 0 2 0.411765 0.5 0 0
1630 0.101702 0 2 0.411765 0.5 0 0
1640 0.101702 0 2 0.411765 0.5 0 0
1650 0.101702 0 2 0.411765 0.5 0 0
1660 0.101715 0 2 0.411765 0.5 0 0
1670 0.101715 0 2 0.411765 0.5 0 0
1680 0.102013 0 2 0.411765 0.5 0 0
1690 0.102013 0 2 0.411765 0.5 0 0
1700 0.102771 0 2 0.411765 0.5 0 0
1710 0.102771 0 2 0.411765 0.5 0 0
1720 0.103144 0 2 0.411765 0.5 0 0
1730 0.103144 0 2 0.411765 0.5 0 0
1740 0.10321 0 2 0.411765 0.5 0 0
1750 0.10321 0 2 0.407843 0.5 0 0
1760 0.103545 0 2 0.411765 0.5 0 0
1770 0.103545 0 2 0.407843 0.5 0 0
1780 0.103344 0 2 0.403922 0.5 0 0
1790 0.103344 0 2 0.403922 0.5 0 0
1800 0.102448 0 2 0.403922 0.5 0 0
1810 0.102448 0 2 0.403922 0.5 0 0
1820 0.102246 0 2 0.403922 0.5 0 0
1830 0.102246 0 2 0.403922 0.5 0 0
1840 0.102163 0 2 0.403922 0.5 0 0
1850 0.102163 0 2 0.403922 0.5 0 0
1860 0.102136 0 2 0.403922 0.5 0 0
1870 0.102136 0 2 0.403922 0.5 0 0
1880 0.101912 0 2 0.403922 0.5 0 0
1890 0.101912 0 2 0.4 0.5 0 0
1900 0.102123 0 2 0.4 0.5 0 0
1910 0.102123 0 2 0.396078 0.5 0 0
1920 0.101915 0 2 0.396078 0.5 0 0
1930 0.101915 0 2 0.396078 0.5 0 0
1940 0.101303 0 2 0.392157 0.5 0 0
1950 0.101303 0 2 0.392157 0.5 0 0
1960 0.100706 0 2 0.396078 0.5 0 0
1970 0.100706 0 2 0.396078 0.5 0 0
1980 0.100769 0 2 0.396078 0.5 0 0
1990 0.100769 0 2 0.396078 0.5 0 0
2000 0.100763 0 2 0.392157 0.5 0 0
2010 0.100763 0 2 0.392157 0.5 0 0
2020 0.100227 0 2 0.392157 0.5 0 0
2030 0.100227 0 2 0.392157 0.5 0 0
2040 0.0997704 0 2 0.388235 0.5 0 0
2050 0.0997704 0 2 0.388235 0.5 0 0
2060 0.099315 0 2 0.388235 0.5 0 0
2070 0.099315 0 2 0.388235 0.5 0 0
2080 0.0986144 0 2 0.388235 0.5 0 0
2090 0.0986144 0 2 0.388235 0.5 0 0
2100 0.0979577 0 2 0.388235 0.5 0 0
2110 0.0979577 0 2 0.388235 0.5 0 0
2120 0.0976594 0 2 0.388235 0.5 0 0
2130 0.0976594 0 2 0.388235 0.5 0 0
2140 0.0979145 0 2 0.388235 0.5 0 0
2150 0.0979145 0 2 0.388235 0.5 0 0
2160 0.0983151 0 2 0.388235 0.5 0 0
2170 0.0983151 0 2 0.388235 0.5 0 0
2180 0.0984293 0 2 0.384314 0.5 0 0
2190 0.0984293 0 2 0.384314 0.5 0 0
2200 0.097998 0 2 0.380392 0.5 0 0
2210 0.097998 0 2 0.380392 0.5 0 0
2220 0.0975466 0 2 0.380392 0.5 0 0
2230 0.0975466 0 2 0.376471 0.5 0 0
2240 0.0967882 0 2 0.376471 0.5 0 0
2250 0.0967882 0 2 0.376471 0.5 0 0
2260 0.0971889 0 2 0.376471 0.5 0 0
2270 0.0971889 0 2 0.380392 0.5 0 0
2280 0.0977003 0 2 0.380392 0.5 0 0
2290 0.0977003 0 2 0.380392 0.5 0 0
2300 0.0976784 0 2 0.380392 0.5 0 0
2310 0.0976784 0 2 0.380392 0.5 0 0
2320 0.0973799 0 2 0.380392 0.5 0 0
2330 0.0973799 0 2 0.380392 0.5 0 0
2340 0.0971776 0 2 0.380392 0.5 0 0
2350 0.0971776 0 2 0.380392 0.5 0 0
2360 0.0973179 0 2 0.380392 0.5 0 0
2370 0.0973179 0 2 0.376471 0.5 0 0
2380 0.0969679 0 2 0.376471 0.5 0 0
2390 0.0969679 0 2 0.376471 0.5 0 0
2400 0.0957807 0 2 0.376471 0.5 0 0
2410 0.0957807 0 2 0.376471 0.5 0 0
2420 0.0950124 0 2 0.376471 0.5 0 0
2430 0.0950124 0 2 0.376471 0.5 0 0
2440 0.0948488 0 2 0.376471 0.5 0 0
2450 0.0948488 0 2 0.376471 0.5 0 0
2460 0.0948488 0 2 0.376471 0.5 0 0
2470 0.0948488 0 2 0.376471 0.5 0 0
2480 0.0942182 0 2 0.376471 0.5 0 0
2490 0.0942182 0 2 0.376471 0.5 0 0
2500 0.0934082 0 2 0.376471 0.5 0 0
2510 0.0934082 0 2 0.376471 0.5 0 0
2520 0.0932758 0 2 0.376471 0.5 0 0
2530 0.0932758 0 2 0.376471 0.5 0 0
2540 0.0932758 0 2 0.376471 0.5 0 0
2550 0.0932758 0 2 0.376471 0.5 0 0
2560 0.0932758 0 2 0.376471 0.5 0 0
2570 0.0932758 0 2 0.376471 0.5 0 0
2580 0.0932758 0 2 0.376471 0.5 0 0
2590 0.0932758 0 2 0.376471 0.5 0 0
2600 0.0932758 0 2 0.376471 0.5 0 0
2610 0.0932758 0 2 0.376471 0.5 0 0
2620 0.0932758 0 2 0.376471 0.5 0 0
2630 0.0932758 0 2 0.376471 0.5 0 0
2640 0.0932758 0 2 0.376471 0.5 0 0
2650 0.0932758 0 2 0.376471 0.5 0 0
2660 0.0932758 0 2 0.376471 0.5 0 0
2670 0.0932758 0 2 0.376471 0.5 0 0
2680 0.0932758 0 2 0.376471 0.5 0 0
2690 0.0932758 0 2 0.376471 0.5 0 0
2700 0.093438 0 2 0.376471 0.5 0 0
2710 0.093438 0 2 0.372549 0.5 0 0
2720 0.0935834 0 2 0.372549 0.5 0 0
2730 0.0935834 0 2 0.372549 0.5 0 0
2740 0.0935707 0 2 0.368627 0.5 0 0
2750 0.0935707 0 2 0.368627 0.5 0 0
2760 0.0938982 0 2 0.368627 0.5 0 0
2770 0.0938982 0 2 0.368627 0.5 0 0
2780 0.0940756 0 2 0.368627 0.5 0 0
2790 0.0940756 0 2 0.368627 0.5 0 0
2800 0.0939487 0 2 0.368627 0.5 0 0
2810 0.0939487 0 2 0.368627 0.5 0 0
2820 0.0936072 0 2 0.368627 0.5 0 0
2830 0.0936072 0 2 0.368627 0.5 0 0
2840 0.0935005 0 2 0.364706 0.5 0 0
2850 0.0935005 0 2 0.364706 0.5 0 0
2860 0.0932271 0 2 0.364706 0.5 0 0
2870 0.0932271 0 2 0.364706 0.5 0 0
2880 0.0925342 0 2 0.360784 0.5 0 0
2890 0.0925342 0 2 0.356863 0.5 0 0
2900 0.0905125 0 2 0.356863 0.5 0 0
2910 0.0905125 0 2 0.360784 0.5 0 0
2920 0.0884788 0 2 0.360784 0.5 0 0
2930 0.0884788 0 2 0.360784 0.5 0 0
2940 0.0881872 0 2 0.360784 0.5 0 0
2950 0.0881872 0 2 0.360784 0.5 0 0
2960 0.0881871 0 2 0.360784 0.5 0 0
2970 0.0881871 0 2 0.360784 0.5 0 0
2980 0.0881591 0 2 0.360784 0.5 0 0
2990 0.0881591 0 2 0.360784 0.5 0 0
3000 0.088131 0 2 0.360784 0.5 0 0
3010 0.088131 0 2 0.360784 0.5 0 0
3020 0.0880161 0 2 0.360784 0.5 0 0
3030 0.0880161 0 2 0.360784 0.5 0 0
3040 0.0880161 0 2 0.360784 0.5 0 0
3050 0.0880161 0 2 0.360784 0.5 0 0
3060 0.0880161 0 2 0.360784 0.5 0 0
3070 0.0880161 0 2 0.360784 0.5 0 0
3080 0.0880161 0 2 0.360784 0.5 0 0
3090 0.0880161 0 2 0.360784 0.5 0 0
3100 0.0880161 0 2 0.360784 0.5 0 0
3110 0.0880161 0 2 0.360784 0.5 0 0
3120 0.0880161 0 2 0.360784 0.5 0 0
3130 0.0880161 0 2 0.360784 0.5 0 0
3140 0.0880161 0 2 0.360784 0.5 0 0
3150 0.0880161 0 2 0.360784 0.5 0 0
3160 0.0880161 0 2 0.360784 0.5 0 0
3170 0.0880161 0 2 0.360784 0.5 0 0
3180 0.0880161 0 2 0.360784 0.5 0 0
3190 0.0880161 0 2 0.360784 0.5 0 0
3200 0.0880161 0 2 0.360784 0.5 0 0
3210 0.0880161 0 2 0.360784 0.5 0 0
3220 0.0880161 0 2 0.360784 0.5 0 0
3230 0.0880161 0 2 0.360784 0.5 0 0
3240 0.0881842 0 2 0.360784 0.5 0 0
3250 0.0881842 0 2 0.360784 0.5 0 0
3260 0.0884107 0 2 0.360784 0.5 0 0
3270 0.0884107 0 2 0.356863 0.5 0 0
3280 0.0891642 0 2 0.356863 0.5 0 0
3290 0.0891642 0 2 0.356863 0.5 0 0
3300 0.0897726 0 2 0.356863 0.5 0 0
3310 0.0897726 0 2 0.356863 0.5 0 0
3320 0.0898472 0 2 0.356863 0.5 0 0
3330 0.0898472 0 2 0.356863 0.5 0 0
3340 0.0898035 0 2 0.356863 0.5 0 0
3350 0.0898035 0 2 0.356863 0.5 0 0
3360 0.0894269 0 2 0.352941 0.5 0 0
3370 0.0894269 0 2 0.352941 0.5 0 0
3380 0.0886834 0 2 0.352941 0.5 0 0
3390 0.0886834 0 2 0.352941 0.5 0 0
3400 0.088184 0 2 0.352941 0.5 0 0
3410 0.088184 0 2 0.356863 0.5 0 0
3420 0.0885742 0 2 0.356863 0.5 0 0
3430 0.0885742 0 2 0.356863 0.5 0 0
3440 0.0888457 0 2 0.356863 0.5 0 0
3450 0.0888457 0 2 0.356863 0.5 0 0
3460 0.088942 0 2 0.356863 0.5 0 0
3470 0.088942 0 2 0.352941 0.5 0 0
3480 0.0890094 0 2 0.356863 0.5 0 0
3490 0.0890094 0 2 0.352941 0.5 0 0
3500 0.0887317 0 2 0.352941 0.5 0 0
3510 0.0887317 0 2 0.34902 0.5 0 0
3520 0.0883487 0 2 0.34902 0.5 0 0
3530 0.0883487 0 2 0.34902 0.5 0 0
3540 0.0870896 0 2 0.345098 0.5 0 0
3550 0.0870896 0 2 0.345098 0.5 0 0
3560 0.0864497 0 2 0.34902 0.5 0 0
3570 0.0864497 0 2 0.34902 0.5 0 0
3580 0.0863435 0 2 0.352941 0.5 0 0
3590 0.0863435 0 2 0.34902 0.5 0 0
3600 0.0867488 0 2 0.34902 0.5 0 0
3610 0.0867488 0 2 0.345098 0.5 0 0
3620 0.0860182 0 2 0.345098 0.5 0 0
3630 0.0860182 0 2 0.341176 0.5 0 0
3640 0.0847754 0 2 0.341176 0.5 0 0
3650 0.0847754 0 2 0.341176 0.5 0 0
3660 0.0827167 0 2 0.341176 0.5 0 0
3670 0.0827167 0 2 0.341176 0.5 0 0
3680 0.0816907 0 2 0.341176 0.5 0 0
3690 0.0816907 0 2 0.341176 0.5 0 0
3700 0.0819376 0 2 0.341176 0.5 0 0
3710 0.0819376 0 2 0.341176 0.5 0 0
3720 0.082439 0 2 0.341176 0.5 0 0
3730 0.082439 0 2 0.341176 0.5 0 0
3740 0.0821595 0 2 0.341176 0.5 0 0
3750 0.0821595 0 2 0.341176 0.5 0 0
3760 0.0824091 0 2 0.345098 0.5 0 0
3770 0.0824091 0 2 0.341176 0.5 0 0
3780 0.0825599 0 2 0.345098 0.5 0 0
3790 0.0825599 0 2 0.341176 0.5 0 0
3800 0.0825031 0 2 0.341176 0.5 0 0
3810 0.0825031 0 2 0.341176 0.5 0 0
3820 0.0817147 0 2 0.341176 0.5 0 0
3830 0.0817147 0 2 0.333333 0.5 0 0
3840 0.0797706 0 2 0.337255 0.5 0 0
3850 0.0797706 0 2 0.337255 0.5 0 0
3860 0.0791634 0 2 0.341176 0.5 0 0
3870 0.0791634 0 2 0.341176 0.5 0 0
3880 0.0790909 0 2 0.337255 0.5 0 0
3890 0.0790909 0 2 0.341176 0.5 0 0
3900 0.0790909 0 2 0.337255 0.5 0 0
3910 0.0790909 0 2 0.337255 0.5 0 0
3920 0.0783277 0 2 0.341176 0.5 0 0
3930 0.0783277 0 2 0.341176 0.5 0 0
3940 0.0778818 0 2 0.337255 0.5 0 0
3950 0.0778818 0 2 0.337255 0.5 0 0
3960 0.0777912 0 2 0.337255 0.5 0 0
3970 0.0777912 0 2 0.341176 0.5 0 0
3980 0.0777907 0 2 0.337255 0.5 0 0
3990 0.0777907 0 2 0.341176 0.5 0 0
4000 0.0777907 0 2 0.337255 0.5 0 0
4010 0.0777907 0 2 0.341176 0.5 0 0
4020 0.0777923 0 2 0.337255 0.5 0 0
4030 0.0777923 0 2 0.341176 0.5 0 0
4040 0.0777923 0 2 0.341176 0.5 0 0
4050 0.0777923 0 2 0.341176 0.5 0 0
4060 0.0777923 0 2 0.337255 0.5 0 0
4070 0.0777923 0 2 0.341176 0.5 0 0
4080 0.0783713 0 2 0.341176 0.5 0 0
4090 0.0783713 0 2 0.337255 0.5 0 0
4100 0.0785372 0 2 0.337255 0.5 0 0
4110 0.0785372 0 2 0.337255 0.5 0 0
4120 0.0797226 0 2 0.337255 0.5 0 0
4130 0.0797226 0 2 0.337255 0.5 0 0
4140 0.0806365 0 2 0.341176 0.5 0 0
4150 0.0806365 0 2 0.341176 0.5 0 0
4160 0.0808831 0 2 0.341176 0.5 0 0
4170 0.0808831 0 2 0.341176 0.5 0 0
4180 0.0810133 0 2 0.341176 0.5 0 0
4190 0.0810133 0 2 0.345098 0.5 0 0
4200 0.0810342 0 2 0.345098 0.5 0 0
4210 0.0810342 0 2 0.341176 0.5 0 0
4220 0.080772 0 2 0.345098 0.5 0 0
4230 0.080772 0 2 0.345098 0.5 0 0
4240 0.0805459 0 2 0.337255 0.5 0 0
4250 0.0805459 0 2 0.333333 0.5 0 0
4260 0.0800986 0 2 0.333333 0.5 0 0
4270 0.0800986 0 2 0.32549 0.5 0 0
4280 0.0796927 0 2 0.32549 0.5 0 0
4290 0.0796927 0 2 0.329412 0.5 0 0
4300 0.0794167 0 2 0.337255 0.5 0 0
4310 0.0794167 0 2 0.333333 0.5 0 0
4320 0.0783925 0 2 0.337255 0.5 0 0
4330 0.0783925 0 2 0.337255 0.5 0 0
4340 0.0775172 0 2 0.333333 0.5 0 0
4350 0.0775172 0 2 0.321569 0.5 0 0
4360 0.0765856 0 2 0.321569 0.5 0 0
4370 0.0765856 0 2 0.321569 0.5 0 0
4380 0.075107 0 2 0.321569 0.5 0 0
4390 0.075107 0 2 0.321569 0.5 0 0
4400 0.0739782 0 2 0.321569 0.5 0 0
4410 0.0739782 0 2 0.321569 0.5 0 0
4420 0.0737696 0 2 0.32549 0.5 0 0
4430 0.0737696 0 2 0.321569 0.5 0 0
4440 0.0734288 0 2 0.32549 0.5 0 0
4450 0.0734288 0 2 0.329412 0.5 0 0
4460 0.072863 0 2 0.329412 0.5 0 0
4470 0.072863 0 2 0.329412 0.5 0 0
4480 0.0728325 0 2 0.329412 0.5 0 0
4490 0.0728325 0 2 0.329412 0.5 0 0
4500 0.0728291 0 2 0.329412 0.5 0 0
4510 0.0728291 0 2 0.329412 0.5 0 0
4520 0.0728291 0 2 0.329412 0.5 0 0
4530 0.0728291 0 2 0.329412 0.5 0 0
4540 0.0728291 0 2 0.329412 0.5 0 0
4550 0.0728291 0 2 0.329412 0.5 0 0
4560 0.0728291 0 2 0.329412 0.5 0 0
4570 0.0728291 0 2 0.329412 0.5 0 0
4580 0.0730136 0 2 0.329412 0.5 0 0
4590 0.0730136 0 2 0.329412 0.5 0 0
4600 0.0730379 0 2 0.329412 0.5 0 0
4610 0.0730379 0 2 0.329412 0.5 0 0
4620 0.0736332 0 2 0.329412 0.5 0 0
4630 0.0736332 0 2 0.329412 0.5 0 0
4640 0.0742822 0 2 0.329412 0.5 0 0
4650 0.0742822 0 2 0.32549 0.5 0 0
4660 0.0750002 0 2 0.32549 0.5 0 0
4670 0.0750002 0 2 0.329412 0.5 0 0
4680 0.0756599 0 2 0.329412 0.5 0 0
4690 0.0756599 0 2 0.333333 0.5 0 0
4700 0.0758653 0 2 0.333333 0.5 0 0
4710 0.0758653 0 2 0.333333 0.5 0 0
4720 0.0758602 0 2 0.333333 0.5 0 0
4730 0.0758602 0 2 0.333333 0.5 0 0
4740 0.075688 0 2 0.333333 0.5 0 0
4750 0.075688 0 2 0.329412 0.5 0 0
4760 0.0752115 0 2 0.32549 0.5 0 0
4770 0.0752115 0 2 0.32549 0.5 0 0
4780 0.0746818 0 2 0.321569 0.5 0 0
4790 0.0746818 0 2 0.321569 0.5 0 0
4800 0.0746178 0 2 0.317647 0.5 0 0
4810 0.0746178 0 2 0.32549 0.5 0 0
4820 0.0741566 0 2 0.32549 0.5 0 0
4830 0.0741566 0 2 0.32549 0.5 0 0
4840 0.0735334 0 2 0.32549 0.5 0 0
4850 0.0735334 0 2 0.321569 0.5 0 0
4860 0.0727881 0 2 0.313725 0.5 0 0
4870 0.0727881 0 2 0.313725 0.5 0 0
4880 0.0718479 0 2 0.313725 0.5 0 0
4890 0.0718479 0 2 0.317647 0.5 0 0
4900 0.0711387 0 2 0.313725 0.5 0 0
4910 0.0711387 0 2 0.305882 0.5 0 0
4920 0.0695182 0 2 0.313725 0.5 0 0
4930 0.0695182 0 2 0.313725 0.5 0 0
4940 0.069068 0 2 0.313725 0.5 0 0
4950 0.069068 0 2 0.313725 0.5 0 0
4960 0.0697756 0 2 0.313725 0.5 0 0
4970 0.0697756 0 2 0.313725 0.5 0 0
4980 0.0696326 0 2 0.313725 0.5 0 0
4990 0.0696326 0 2 0.313725 0.5 0 0
5000 0.0696912 0 2 0.309804 0.5 0 0
5010 0.0696912 0 2 0.313725 0.5 0 0
5020 0.0703841 0 2 0.317647 0.5 0 0
5030 0.0703841 0 2 0.321569 0.5 0 0
5040 0.0704183 0 2 0.321569 0.5 0 0
5050 0.0704183 0 2 0.317647 0.5 0 0
5060 0.0704086 0 2 0.321569 0.5 0 0
5070 0.0704086 0 2 0.317647 0.5 0 0
5080 0.0703782 0 2 0.321569 0.5 0 0
5090 0.0703782 0 2 0.317647 0.5 0 0
5100 0.0692536 0 2 0.309804 0.5 0 0
5110 0.0692536 0 2 0.305882 0.5 0 0
5120 0.0674316 0 2 0.309804 0.5 0 0
5130 0.0674316 0 2 0.313725 0.5 0 0
5140 0.0667363 0 2 0.317647 0.5 0 0
5150 0.0667363 0 2 0.321569 0.5 0 0
5160 0.0667353 0 2 0.317647 0.5 0 0
5170 0.0667353 0 2 0.317647 0.5 0 0
5180 0.0667353 0 2 0.317647 0.5 0 0
5190 0.0667353 0 2 0.317647 0.5 0 0
5200 0.0666024 0 2 0.317647 0.5 0 0
5210 0.0666024 0 2 0.313725 0.5 0 0
5220 0.0665844 0 2 0.317647 0.5 0 0
5230 0.0665844 0 2 0.317647 0.5 0 0
5240 0.0665844 0 2 0.313725 0.5 0 0
5250 0.0665844 0 2 0.317647 0.5 0 0
5260 0.0665844 0 2 0.317647 0.5 0 0
5270 0.0665844 0 2 0.317647 0.5 0 0
5280 0.0665844 0 2 0.321569 0.5 0 0
5290 0.0665844 0 2 0.317647 0.5 0 0
5300 0.0664724 0 2 0.317647 0.5 0 0
5310 0.0664724 0 2 0.317647 0.5 0 0
5320 0.0664724 0 2 0.317647 0.5 0 0
5330 0.0664724 0 2 0.317647 0.5 0 0
5340 0.0664724 0 2 0.317647 0.5 0 0
5350 0.0664724 0 2 0.317647 0.5 0 0
5360 0.0664724 0 2 0.317647 0.5 0 0
5370 0.0664724 0 2 0.321569 0.5 0 0
5380 0.0664724 0 2 0.321569 0.5 0 0
5390 0.0664724 0 2 0.317647 0.5 0 0
5400 0.0665286 0 2 0.317647 0.5 0 0
5410 0.0665286 0 2 0.317647 0.5 0 0
5420 0.066529 0 2 0.321569 0.5 0 0
5430 0.066529 0 2 0.321569 0.5 0 0
5440 0.0669632 0 2 0.317647 0.5 0 0
5450 0.0669632 0 2 0.317647 0.5 0 0
